reconciliation_id,raw_scientific_name,normalized_scientific_name,raw_family,normalized_family,canonical_scientific_name,canonical_family,reconciliation_status,reconciliation_reason,confidence,evidence_source,evidence_reference,review_required,source_page_url
d35a3e6ccb730695,Mirabilis jalapa L.,mirabilis jalapa l.,Nyctaginaceae,nyctaginaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=2
7c6083219e95e391,Opuntia dellenii (Ker Gawl.) Haw.,opuntia dellenii (ker gawl.) haw.,Cactaceae.,cactaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: PUNCTUATION_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=2
9236980ba0453594,Achyranthes aspera L.,achyranthes aspera l.,Amaranthaceae,amaranthaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=2
36d89c8771c7f50b,Plumbago indica L.,plumbago indica l.,Plumbaginaceae.,plumbaginaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=2
f613df04485b0fe3,Vateria indica L.,vateria indica l.,Dipterocarpaceae,dipterocarpaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=2
acb5ac969e999d63,Mesua ferrea L.,mesua ferrea l.,Clusiaceae,clusiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=2
f6932e48d0e7d4f8,Helicteres isora L.,helicteres isora l.,Sterculiaceae,sterculiaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=2
8a9f2d1c37809be5,Abelmoschus esculentus (L.) Moench,abelmoschus esculentus (l.) moench,Malvaceae,malvaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=2
d78c63bc2b6dac7b,Gossypium arboreum L.,gossypium arboreum l.,Malvaceae,malvaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=2
12cbc3e45de28bda,Viola odorata L.,viola odorata l.,Violaceae,violaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=2
eb78b55d85de3a45,Benincasa hispida (Thunb.) Cogn.,benincasa hispida (thunb.) cogn.,Cucurbitaceae,cucurbitaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=3
06df777393e349c9,Citrullus colocynthis (L.) Schard.,citrullus colocynthis (l.) schard.,Cucurbitaceae.,cucurbitaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: PUNCTUATION_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=3
7626b7ff277174e3,Momordica dioica Roxb. ex Willd.,momordica dioica roxb. ex willd.,Cucurbitaceae,cucurbitaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=3
77f2db910fe1c8c7,Mukia maderaspatana (L.) M. Roem,mukia maderaspatana (l.) m. roem,Cucurbitaceae,cucurbitaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=3
0385d7692604bdc4,Brassica juncea (L.) Czern.,brassica juncea (l.) czern.,Brassicaceae,brassicaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=3
3cb40e622e70f16b,Raphanus raphanistrum subsp. SATIVUS(L.) Domin.,raphanus raphanistrum subsp. sativus(l.) domin.,Brassicaceae,brassicaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=3
128a48244bff0b42,Moringa oleifera Lam.,moringa oleifera lam.,Moringaceae,moringaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=3
78a98907902a17a0,Diospyros malabarica(desr.) Kostel.,diospyros malabarica(desr.) kostel.,Ebenaceaea,ebenaceaea,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=3
a364f35d8943c7df,Cydonia oblonga Mill.,cydonia oblonga mill.,Rosaceae,rosaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=3
1cc88031ed0200af,Prunus amygdalus Stokes,prunus amygdalus stokes,Rosaceae,rosaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=3
60842e31df9ae041,Acacia nilotica (L.) Delile subsp. INDICA(Benth) Brenan,acacia nilotica (l.) delile subsp. indica(benth) brenan,Mimosaceae,mimosaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=4
d71ab5000f4acd71,Entada phaseoloides (L.) Merr.,entada phaseoloides (l.) merr.,Mimosaceae,mimosaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=4
3c12883e399aa752,Mimosa pudica L.,mimosa pudica l.,Mimosaceae,mimosaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=4
0800dd319ae127f5,Saraca asoca (Roxb.) Wild.,saraca asoca (roxb.) wild.,Caesalpiniaceae,caesalpiniaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=4
219cb516b504297e,Clitoria ternatea L.,clitoria ternatea l.,Fabaceae,fabaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=4
9a7a0589bb283dca,Glycyrrhiza glabra L.,glycyrrhiza glabra l.,Fabaceae,fabaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=4
2a18d0d13f19f6b6,Mucuna pruriens (L.) DC.,mucuna pruriens (l.) dc.,Fabaceae,fabaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=4
0515374bee611db4,Pterocarpus SANTALINUS L. f.,pterocarpus santalinus l. f.,Fabaceae,fabaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=4
588d2252255900a2,Sesbania bispinosa (Jacq.) W.Wight,sesbania bispinosa (jacq.) w.wight,Fabaceae,fabaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=4
e953fa03766c3ae1,Sesbania grandiflora (L.) Poir,sesbania grandiflora (l.) poir,Fabaceae,fabaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=4
a262ba4b5600a1c3,Sesbania sesban (L.) Merr.,sesbania sesban (l.) merr.,Fabaceae,fabaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=5
ce62ab0f03e0a036,Trigonella foenum-graeceum L.,trigonella foenum-graeceum l.,Fabaceae,fabaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=5
cd85f4bf6ea4389c,Lagerstroemia speciosa(l.) Pers.,lagerstroemia speciosa(l.) pers.,Lythraceae,lythraceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=5
d9d9afcb1b162b40,Eucalyptus globulus Labill,eucalyptus globulus labill,Myrtaceae,myrtaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=5
487f9aaff64b1bf4,Mentha arvensis L.,mentha arvensis l.,Lamiaceae,lamiaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=5
77b484b50b3147aa,Mentha spicata L.,mentha spicata l.,Lamiaceae,lamiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=5
2f52977f954f8b71,Pogostemon PUBESCENS Benth.,pogostemon pubescens benth.,Lamiaceae,lamiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=5
c5c529dcc9d4a268,Rhinacanthus nasutus (L.) Kurz,rhinacanthus nasutus (l.) kurz,Acanthaceae,acanthaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=5
1affb9e4fc8a1b09,Sesamum indicum L.,sesamum indicum l.,Pedaliaceae,pedaliaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=5
e17b0cba582b1897,Nelumbium speciosum Willd.,nelumbium speciosum willd.,Rubiaceae,rubiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=5
104c3e517673d0fc,Rubia cordifolia L.,rubia cordifolia l.,Rubiaceae,rubiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=6
754eb8bad2512cba,Artemisia absinthium L.,artemisia absinthium l.,Asteraceae,asteraceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=6
6e7f5ee4c48b1046,Eclipta prostrata (L.) L.,eclipta prostrata (l.) l.,Asteraceae,asteraceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=6
aa3d9ed21b1ec09f,Cyperus rotandus L.,cyperus rotandus l.,Cyperaceae,cyperaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=6
345ec383ef427b38,Saccharum officinarum L.,saccharum officinarum l.,Poaceae,poaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=6
0ff3d26d93e00a51,Hordeum vulgare L.,hordeum vulgare l.,Poaceae,poaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=6
c9d51617286a1e47,Elettaria cardamomum (L.) Maton.,elettaria cardamomum (l.) maton.,Zingiberaceae,zingiberaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=6
fd68b3cea03a6c5a,Crocus sativus L.,crocus sativus l.,Iridaceae,iridaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=6
65a4424ba5c3ba6a,Santalum album L.,santalum album l.,Santalaceae,santalaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=6
cdf96485b7ea4be3,Macaranga peltata (Roxb.)Muell.-Arg.,macaranga peltata (roxb.)muell.-arg.,Euphorbiaceae,euphorbiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=6
0a5aba6125233f77,Mallotus philippensis (Lam.) Muell.-Arg.,mallotus philippensis (lam.) muell.-arg.,Euphorbiaceae,euphorbiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=7
59aef376e5ccec1c,Phyllanthus niruri L.,phyllanthus niruri l.,Euphorbiaceae,euphorbiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=7
20b94a468a0bf244,Vitis vinifera L.,vitis vinifera l.,Vitaceae,vitaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=7
f49980c45af4517f,Sapindus saponaria L.,sapindus saponaria l.,Sapindaceae,sapindaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=7
48805e3cdf9c30d2,Schleichera oleosa (Lour.)Merr.,schleichera oleosa (lour.)merr.,Sapindaceae,sapindaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=7
ff19907bf099efa0,Commiphora mukul (HOOK. EX STOCKS) ENGL.,commiphora mukul (hook. ex stocks) engl.,Burseraceae,burseraceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=7
0a2e2643491a7379,Semecarpus anacardium L. F.,semecarpus anacardium l. f.,Anacardiaceae,anacardiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=7
eb8832d6a9513723,Citrus limon (L.) Osbeck,citrus limon (l.) osbeck,Rutaceae,rutaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=7
447c4b34e0e7b846,Citrus medica L.,citrus medica l.,Rutaceae,rutaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=7
f5ba1c12d90cdc90,Citrus reticulata Blanco,citrus reticulata blanco,Rutaceae,rutaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=7
f020b43b17f1b1d6,Murraya koenigii (L.)Spreng.,murraya koenigii (l.)spreng.,Rutaceae,rutaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=8
16739aae3ef0684e,Peganum harmala L.,peganum harmala l.,Zygophyllaceae,zygophyllaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=8
963cadb27cdebd99,Anethum sowa Roxb.ex Fleming,anethum sowa roxb.ex fleming,Apiaceae,apiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=8
79713d9f33861c4a,Carum carvi L.,carum carvi l.,Apiaceae,apiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=8
21159428a52a18d0,Ferula foetida (Bunge) Regel,ferula foetida (bunge) regel,Apiaceae,apiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=8
bb8bef09df11310e,Trachyspermum roxburghianum (DC.) H.Wolff,trachyspermum roxburghianum (dc.) h.wolff,Apiaceae,apiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=8
11609584a30dead6,Strychnos potatorum L. f.,strychnos potatorum l. f.,Loganiaceae,loganiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=8
1bd6ead94b9786b0,Holarrhena pubescens Wall.ex G.Don,holarrhena pubescens wall.ex g.don,Apocynaceae,apocynaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=8
155b907ecac6890d,Tabernamontana divaricata (L.)R.Br. ex Roem.& Schult.,tabernamontana divaricata (l.)r.br. ex roem.& schult.,Apocynaceae,apocynaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=8
bd1932c44d19c93b,Wrightia tinctoria R. Brown,wrightia tinctoria r. brown,Apocynacea,apocynacea,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=8
9b14eadca8a90463,Gymnema sylvestre (Retz.)R.Br. ex Sm.,gymnema sylvestre (retz.)r.br. ex sm.,Asclepiadaceae,asclepiadaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=9
71762519af590818,Atropa belladonna L.,atropa belladonna l.,Solanaceae,solanaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=9
145b7867b6732fad,Datura stramonium L.,datura stramonium l.,Solanaceae,solanaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=9
0bfe0d10e9938900,Solanum lycopersicum L.,solanum lycopersicum l.,Solanaceae,solanaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=9
cdd4c425688a8623,Solanum indicum L.,solanum indicum l.,Solanaceae,solanaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=9
e455396d242b5c97,Ipomoea nil (L.) Roth,ipomoea nil (l.) roth,Convolvulaceae,convolvulaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=9
86bfd42cc4fac7be,Gmelina arborea Roxb.,gmelina arborea roxb.,Verbenaceae,verbenaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=9
52c549ae04da90ac,Premna serratifolia L..,premna serratifolia l..,Lamiaceae,lamiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=9
04f6378ae9a834ae,Sapindus SAPONARIA L.,sapindus saponaria l.,Sapindaceae,sapindaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=10
a1b74ec64cf68ecf,Schleichera oleosa (Lour.) Merr.,schleichera oleosa (lour.) merr.,Sapindaceae,sapindaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=10
4753e1aa48d54de4,Abelmoschus ESCULENTUS (L.) Moench,abelmoschus esculentus (l.) moench,Malvaceae,malvaceae,,,POTENTIAL_DUPLICATE,Normalized scientific name appears 2 times. Original change type: CASE_ONLY.,MEDIUM,NONE,,TRUE,https://mpbd.cu.ac.bd/plants.php?pageno=10
e3af52a1ddd0e62a,Abelmoschus MOSCHATUS Medik.,abelmoschus moschatus medik.,Malvaceae,malvaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=10
f37b1bcca42ec437,Abroma AUGUSTA (L.) L.f.,abroma augusta (l.) l.f.,Sterculiaceae,sterculiaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=10
2f121ca06d0bceb2,Abrus PRECATORIUS L.,abrus precatorius l.,Fabaceae,fabaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=10
f3e230d9abbffbee,Abutilon INDICUM (L.) Sweet,abutilon indicum (l.) sweet,Malvaceae,malvaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=10
69997237db4c3b35,Acacia CATECHU (L.f.) Willd.,acacia catechu (l.f.) willd.,Mimosaceae,mimosaceae,,,NORMALIZED_ONLY,Scientific name change: CASE_ONLY. Family change: CASE_ONLY.,HIGH,NONE,,FALSE,https://mpbd.cu.ac.bd/plants.php?pageno=10
