inchikey_connectivity,split,n_records,median_pchembl,min_pchembl,max_pchembl,conflict_T6,conflict_T5,label_T6,label_T5
DHNTZEYGEFMOTJ,training_pool,1,4.41,4.41,4.41,False,False,0.0,0.0
DHRDHNHJDYLPGD,training_pool,1,4.28,4.28,4.28,False,False,0.0,0.0
DHRWMANEHKIRBS,training_pool,1,5.35,5.35,5.35,False,False,0.0,1.0
DICHKUSVPRXKBB,training_pool,1,4.44,4.44,4.44,False,False,0.0,0.0
DIIJJSMSKXETBH,training_pool,1,4.54,4.54,4.54,False,False,0.0,0.0
DIUCLSCBUOAEQY,training_pool,1,5.97,5.97,5.97,False,False,0.0,1.0
DJEIHHYCDCTAAH,training_pool,2,8.475,8.1,8.85,False,False,1.0,1.0
DKFCOAXLNVHDTF,training_pool,1,4.52,4.52,4.52,False,False,0.0,0.0
DKWKAXBUKHRRGT,training_pool,1,4.46,4.46,4.46,False,False,0.0,0.0
DKYBDHTZRSEVKL,training_pool,1,4.25,4.25,4.25,False,False,0.0,0.0
DKYWVDODHFEZIM,training_pool,5,8.35,6.48,8.72,False,False,1.0,1.0
DLAUXCWQDZHKLB,training_pool,1,5.42,5.42,5.42,False,False,0.0,1.0
DLKXEUZPQFMNLH,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
DLSZETGYSLQFMY,training_pool,1,4.52,4.52,4.52,False,False,0.0,0.0
DLXQYZVXNWRFSG,training_pool,1,5.96,5.96,5.96,False,False,0.0,1.0
DMPPKRRTBXIMPK,training_pool,1,6.62,6.62,6.62,False,False,1.0,1.0
DNGDINHKWZIPCA,training_pool,1,4.83,4.83,4.83,False,False,0.0,0.0
DNIKRHXQZCTYOD,training_pool,2,5.745,4.67,6.82,True,True,,
DNSZVRYSOQVHKS,training_pool,3,4.7,4.0,6.3,True,True,,
DODVNPBCMKADSZ,training_pool,1,4.6,4.6,4.6,False,False,0.0,0.0
DOPHVLMILOKUHS,training_pool,1,4.14,4.14,4.14,False,False,0.0,0.0
DPYLMVIJRWFZIG,training_pool,1,4.45,4.45,4.45,False,False,0.0,0.0
DQHZKUGKKUSQEY,training_pool,1,5.95,5.95,5.95,False,False,0.0,1.0
DQSBFGDMPUUXNH,training_pool,2,5.43,5.43,5.43,False,False,0.0,1.0
DRPHXFXXVMZXSP,training_pool,1,5.2,5.2,5.2,False,False,0.0,1.0
DRSXUVYJEFTFCX,training_pool,1,5.62,5.62,5.62,False,False,0.0,1.0
DRWRPFLWKLAFLL,training_pool,1,5.05,5.05,5.05,False,False,0.0,1.0
DTOSIQBPPRVQHS,flora,1,5.4,5.4,5.4,False,False,0.0,1.0
DTRJGTVTYKEOBS,training_pool,1,4.06,4.06,4.06,False,False,0.0,0.0
DTRRRMIIVDWNKP,training_pool,1,5.61,5.61,5.61,False,False,0.0,1.0
DTYKSCYNZQVRKE,training_pool,1,4.98,4.98,4.98,False,False,0.0,0.0
DUFCCGCFKPQHHO,training_pool,2,4.52,4.47,4.57,False,False,0.0,0.0
DUSGGEPBMGVOMH,training_pool,1,4.78,4.78,4.78,False,False,0.0,0.0
DVWHCFFOQZQHTQ,training_pool,1,5.48,5.48,5.48,False,False,0.0,1.0
DWOMXLCOZHJDME,training_pool,1,4.64,4.64,4.64,False,False,0.0,0.0
DWSOSXURKHROCG,training_pool,1,5.41,5.41,5.41,False,False,0.0,1.0
DWYHAQRXTKMHSH,training_pool,1,5.48,5.48,5.48,False,False,0.0,1.0
DXXOQPYKXLLPNU,training_pool,1,4.89,4.89,4.89,False,False,0.0,0.0
DYBNJWAVLCSTJB,training_pool,1,5.57,5.57,5.57,False,False,0.0,1.0
DZBIWXMKNLQXAJ,training_pool,1,5.43,5.43,5.43,False,False,0.0,1.0
DZCQFLHWKICSAM,training_pool,1,5.96,5.96,5.96,False,False,0.0,1.0
DZZRVNYSBGNSMV,training_pool,1,5.11,5.11,5.11,False,False,0.0,1.0
FAKRSMQSSFJEIM,flora,1,4.77,4.77,4.77,False,False,0.0,0.0
FBDSYHLMZKXXBC,training_pool,1,4.97,4.97,4.97,False,False,0.0,0.0
FCRDFQWYMOBSIT,training_pool,1,5.03,5.03,5.03,False,False,0.0,1.0
FDAUDEPTKJFWGY,training_pool,1,4.42,4.42,4.42,False,False,0.0,0.0
FDCKKKZNQLOMBU,training_pool,1,6.23,6.23,6.23,False,False,1.0,1.0
FDFWGPCFEKWUII,training_pool,1,4.74,4.74,4.74,False,False,0.0,0.0
FDKQQLIDPCZUFH,training_pool,1,5.36,5.36,5.36,False,False,0.0,1.0
FEOYFLSIRFBESM,training_pool,1,4.52,4.52,4.52,False,False,0.0,0.0
FEQFZJTZQQDSKI,training_pool,1,5.34,5.34,5.34,False,False,0.0,1.0
FEYNAFSYLAYPQJ,training_pool,1,6.06,6.06,6.06,False,False,1.0,1.0
FFKHZKOMUXQUSN,training_pool,1,5.58,5.58,5.58,False,False,0.0,1.0
FHAYIIJKMHVSRS,training_pool,1,5.96,5.96,5.96,False,False,0.0,1.0
FJBKKMJBVLOMRG,training_pool,1,5.57,5.57,5.57,False,False,0.0,1.0
FJKRWHZWBWPPEJ,training_pool,1,5.72,5.72,5.72,False,False,0.0,1.0
FJMFTALBWYGNNS,training_pool,1,7.46,7.46,7.46,False,False,1.0,1.0
FJQRBWIOLPBVTA,training_pool,1,5.77,5.77,5.77,False,False,0.0,1.0
FJVLAYQCSAEMHG,training_pool,1,6.94,6.94,6.94,False,False,1.0,1.0
FJVLFULBBXMDBS,training_pool,2,5.6,5.28,5.92,False,False,0.0,1.0
FKGMXMLKUGPSGH,training_pool,1,5.6,5.6,5.6,False,False,0.0,1.0
FKRGMKAZITYKGR,training_pool,1,5.36,5.36,5.36,False,False,0.0,1.0
FLILBXBCHAHNMP,training_pool,1,5.11,5.11,5.11,False,False,0.0,1.0
FLVUYAPQRNSZDJ,training_pool,1,4.92,4.92,4.92,False,False,0.0,0.0
FLXYEGPJLCNQPX,training_pool,1,4.77,4.77,4.77,False,False,0.0,0.0
FMLLIDIVMXLEHB,training_pool,1,4.04,4.04,4.04,False,False,0.0,0.0
FMODWGAYNUFILH,training_pool,1,5.83,5.83,5.83,False,False,0.0,1.0
FNALGEDMFJISPC,training_pool,1,5.33,5.33,5.33,False,False,0.0,1.0
FNGMSYDWBSGMPR,training_pool,1,4.09,4.09,4.09,False,False,0.0,0.0
FNPIRGWGKFWZNF,training_pool,1,5.38,5.38,5.38,False,False,0.0,1.0
FNTHJTUPRVAXFZ,training_pool,1,8.1,8.1,8.1,False,False,1.0,1.0
FNUVWCBUDJAFOI,training_pool,1,4.42,4.42,4.42,False,False,0.0,0.0
FOTJKGZGHZQSLX,training_pool,1,6.4,6.4,6.4,False,False,1.0,1.0
FOUBNASCZPSQBW,training_pool,1,5.27,5.27,5.27,False,False,0.0,1.0
FPSUVIUWANQXKX,training_pool,1,6.16,6.16,6.16,False,False,1.0,1.0
FQJOALWXRJKJFW,training_pool,1,4.38,4.38,4.38,False,False,0.0,0.0
FQKMILFVTQADHR,training_pool,1,8.7,8.7,8.7,False,False,1.0,1.0
FQKWRRCXSFSRHH,training_pool,1,5.22,5.22,5.22,False,False,0.0,1.0
FQTXOEJFNAEMRI,training_pool,1,5.89,5.89,5.89,False,False,0.0,1.0
FQWLMRXWKZGLFI,training_pool,1,5.04,5.04,5.04,False,False,0.0,1.0
FQXUBQQMTNPBIZ,training_pool,1,6.79,6.79,6.79,False,False,1.0,1.0
FQZPECQXBKABHG,training_pool,1,4.71,4.71,4.71,False,False,0.0,0.0
FRDPEVBYEIVAJA,training_pool,1,6.24,6.24,6.24,False,False,1.0,1.0
FRGVUXUFLCQOPD,training_pool,1,4.5,4.5,4.5,False,False,0.0,0.0
FRPMTGJEKAAEEN,training_pool,1,4.75,4.75,4.75,False,False,0.0,0.0
FSLBQTAGYFUJKD,training_pool,1,4.85,4.85,4.85,False,False,0.0,0.0
FSNGJQINSSIKCT,training_pool,1,4.4,4.4,4.4,False,False,0.0,0.0
FSQKKOOTNAMONP,training_pool,1,8.0,8.0,8.0,False,False,1.0,1.0
FSTKZHSQBMVHOZ,training_pool,1,5.81,5.81,5.81,False,False,0.0,1.0
FTANNSIJDUITEF,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
FTJUWQKJMWEILQ,training_pool,2,5.1899999999999995,4.33,6.05,True,True,,
FTKBYDWYXDQBIR,training_pool,1,5.64,5.64,5.64,False,False,0.0,1.0
FTUQENJZQBJPEU,training_pool,1,6.77,6.77,6.77,False,False,1.0,1.0
FUHLJNQTSZQWBE,training_pool,2,6.25,6.08,6.42,False,False,1.0,1.0
FULAPETWGIGNMT,training_pool,1,4.6,4.6,4.6,False,False,0.0,0.0
FUUWECMEVRVWJE,training_pool,1,5.24,5.24,5.24,False,False,0.0,1.0
FUVNRKYQMRDBFA,training_pool,1,4.68,4.68,4.68,False,False,0.0,0.0
FVAKMMKQVZFNNI,training_pool,1,4.76,4.76,4.76,False,False,0.0,0.0
FVASPVMUIHTHCA,training_pool,1,5.2,5.2,5.2,False,False,0.0,1.0
FVTGEGACMCKYGO,training_pool,2,4.41,4.22,4.6,False,False,0.0,0.0
FVXJFRRMEFNCJH,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
FVYLDRLDRJJWDM,training_pool,1,4.05,4.05,4.05,False,False,0.0,0.0
FWFHWFAJGILODD,training_pool,1,7.22,7.22,7.22,False,False,1.0,1.0
FWGZRKOIYICETM,training_pool,1,5.26,5.26,5.26,False,False,0.0,1.0
FXCDZFFINLNOKB,training_pool,1,4.72,4.72,4.72,False,False,0.0,0.0
FXJCAIFBZLJKSL,training_pool,1,5.7,5.7,5.7,False,False,0.0,1.0
FYNBOGBNIRAUMO,training_pool,1,6.92,6.92,6.92,False,False,1.0,1.0
FYRCNOIXUSIORI,training_pool,1,6.04,6.04,6.04,False,False,1.0,1.0
FZCWJSIRPYGSIE,training_pool,1,4.91,4.91,4.91,False,False,0.0,0.0
FZVDHUZERNBKBW,training_pool,1,4.19,4.19,4.19,False,False,0.0,0.0
GAAWMIACGLOHRF,training_pool,2,6.58,6.16,7.0,False,False,1.0,1.0
GAMVNGGEXGLJDG,training_pool,1,4.55,4.55,4.55,False,False,0.0,0.0
GCWPYEYIYFGUSM,training_pool,1,4.85,4.85,4.85,False,False,0.0,0.0
GDCOKFHRGLVSMN,training_pool,1,6.47,6.47,6.47,False,False,1.0,1.0
GDDLALIIWGWMCU,training_pool,1,6.22,6.22,6.22,False,False,1.0,1.0
GDUSIQDNSPJJLQ,training_pool,1,7.0,7.0,7.0,False,False,1.0,1.0
GDWKKQTUWXKJKS,training_pool,1,4.49,4.49,4.49,False,False,0.0,0.0
GDXBMARFQKCCNT,training_pool,1,4.78,4.78,4.78,False,False,0.0,0.0
