inchikey_connectivity,split,n_records,median_pchembl,min_pchembl,max_pchembl,conflict_T6,conflict_T5,label_T6,label_T5
AGNFWIZBEATIAK,flora,1,4.51,4.51,4.51,False,False,0.0,0.0
AGNJQXXFIRSHLS,training_pool,1,5.57,5.57,5.57,False,False,0.0,1.0
AGNSUSGEAURXIR,training_pool,1,7.22,7.22,7.22,False,False,1.0,1.0
AGRYECBQFAKMGK,training_pool,1,5.71,5.71,5.71,False,False,0.0,1.0
AHBYYIKLPLXQNZ,training_pool,1,4.6,4.6,4.6,False,False,0.0,0.0
AHNZZEDQUVBETI,training_pool,1,4.83,4.83,4.83,False,False,0.0,0.0
AHTRLXSFNKQSPJ,training_pool,1,4.22,4.22,4.22,False,False,0.0,0.0
AIBVPXWOBQPPNV,training_pool,1,5.96,5.96,5.96,False,False,0.0,1.0
AIDMJVDHFJSCJN,training_pool,1,7.47,7.47,7.47,False,False,1.0,1.0
AIECALGLXZTSBK,training_pool,1,7.22,7.22,7.22,False,False,1.0,1.0
AIFRHYZBTHREPW,flora,1,6.58,6.58,6.58,False,False,1.0,1.0
AIYSLZCUWBROPT,training_pool,1,5.16,5.16,5.16,False,False,0.0,1.0
AJGKMXXAHDHHEF,training_pool,1,4.77,4.77,4.77,False,False,0.0,0.0
AJLDSFDDBIOXAN,training_pool,2,6.55,6.55,6.55,False,False,1.0,1.0
AJQMTIQJMOHZCY,training_pool,1,4.62,4.62,4.62,False,False,0.0,0.0
AJYBZZYANZLDFM,training_pool,1,5.9,5.9,5.9,False,False,0.0,1.0
AJYWAQNMQLIZQD,training_pool,1,4.13,4.13,4.13,False,False,0.0,0.0
AKEKBTVCXFJYHR,training_pool,1,5.71,5.71,5.71,False,False,0.0,1.0
AKHUHXLIAAFKEN,training_pool,1,5.72,5.72,5.72,False,False,0.0,1.0
AKIJDUQGUJLYSQ,training_pool,1,5.4,5.4,5.4,False,False,0.0,1.0
AKOYYWJWILIASW,training_pool,1,6.78,6.78,6.78,False,False,1.0,1.0
AKRIMPREDWGAJI,training_pool,1,4.6,4.6,4.6,False,False,0.0,0.0
AKWMWKXSORNDQM,training_pool,1,7.83,7.83,7.83,False,False,1.0,1.0
ALAZKHHIMOUNCX,training_pool,1,4.37,4.37,4.37,False,False,0.0,0.0
ALCYGBKZIXJPOZ,training_pool,1,4.58,4.58,4.58,False,False,0.0,0.0
ALGOXWUVLRBRLF,training_pool,1,5.16,5.16,5.16,False,False,0.0,1.0
ALHBJBCQLJZYON,training_pool,6,4.83,4.32,6.29,True,True,,
ALKGQEBJEVCRNU,training_pool,1,8.4,8.4,8.4,False,False,1.0,1.0
ALKULJHQEDUCEU,training_pool,1,4.62,4.62,4.62,False,False,0.0,0.0
ALMGCZWDJHPQIA,training_pool,2,4.66,4.57,4.75,False,False,0.0,0.0
ALZMIJNBGPMEDI,training_pool,1,5.04,5.04,5.04,False,False,0.0,1.0
ALZMUCKWNAIHOR,training_pool,1,5.72,5.72,5.72,False,False,0.0,1.0
AMFDRQZGRUOYMP,training_pool,1,5.42,5.42,5.42,False,False,0.0,1.0
AMYPZWNYJWXLGS,training_pool,1,4.95,4.95,4.95,False,False,0.0,0.0
ANFGSACSROQTSO,training_pool,1,7.55,7.55,7.55,False,False,1.0,1.0
ANGQKVUVXCBQRC,training_pool,1,4.67,4.67,4.67,False,False,0.0,0.0
ANOBFYGZABHATD,training_pool,1,4.43,4.43,4.43,False,False,0.0,0.0
ANZXDQPIAVWTPJ,training_pool,1,6.92,6.92,6.92,False,False,1.0,1.0
AOGCOHJURUZUAZ,training_pool,1,6.02,6.02,6.02,False,False,1.0,1.0
AOGHVXHSPZUBKO,training_pool,1,4.58,4.58,4.58,False,False,0.0,0.0
AOLHWLZMHOOROV,training_pool,1,8.2,8.2,8.2,False,False,1.0,1.0
AOQLRAZQSWFOSS,training_pool,1,5.33,5.33,5.33,False,False,0.0,1.0
APAJFZPFBHMFQR,training_pool,1,4.94,4.94,4.94,False,False,0.0,0.0
APCQACNSEVZMIQ,training_pool,1,4.37,4.37,4.37,False,False,0.0,0.0
APENUKBOFRBNFM,training_pool,1,6.02,6.02,6.02,False,False,1.0,1.0
APIPFXZYOMIJQG,training_pool,1,6.14,6.14,6.14,False,False,1.0,1.0
APVFFRHQQDBGEI,training_pool,1,4.74,4.74,4.74,False,False,0.0,0.0
AQASVHPTJNWRJB,training_pool,2,5.305,5.3,5.31,False,False,0.0,1.0
AQIQDTVKCYWMAY,training_pool,1,8.0,8.0,8.0,False,False,1.0,1.0
AQTRJSKRZHDGEX,training_pool,1,4.96,4.96,4.96,False,False,0.0,0.0
ARDDVKIZWZUZJC,training_pool,1,4.96,4.96,4.96,False,False,0.0,0.0
ARHATTWCRYKNGD,training_pool,1,6.66,6.66,6.66,False,False,1.0,1.0
ARWNSSJFJLNQOG,training_pool,1,5.09,5.09,5.09,False,False,0.0,1.0
ASGPLFYUXPVXNJ,training_pool,1,4.77,4.77,4.77,False,False,0.0,0.0
ASIFMLPIOXDCJU,training_pool,1,4.2,4.2,4.2,False,False,0.0,0.0
ASPPHRSVGDEASV,training_pool,1,4.44,4.44,4.44,False,False,0.0,0.0
ATBZGBKKYVKDCY,training_pool,1,6.12,6.12,6.12,False,False,1.0,1.0
ATCIOJPNROTECZ,training_pool,1,4.23,4.23,4.23,False,False,0.0,0.0
ATDGSQDDAVNPIE,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
ATFVTRDQCBBLIQ,training_pool,2,6.33,5.89,6.77,False,False,1.0,1.0
ATJGIOLNOJVNKC,training_pool,1,5.2,5.2,5.2,False,False,0.0,1.0
ATJNYNAPMCYONE,training_pool,1,5.21,5.21,5.21,False,False,0.0,1.0
ATKUMLMUBZNHEI,training_pool,1,5.43,5.43,5.43,False,False,0.0,1.0
ATRSFRGWPPYVGZ,training_pool,1,5.17,5.17,5.17,False,False,0.0,1.0
ATSUEBMMIJWARK,training_pool,1,5.71,5.71,5.71,False,False,0.0,1.0
ATVKANRTNFNBAB,training_pool,1,4.68,4.68,4.68,False,False,0.0,0.0
AUBFXQRKTWFZBH,training_pool,2,4.390000000000001,4.16,4.62,False,False,0.0,0.0
AUSRXRBOLCJMLP,training_pool,1,4.92,4.92,4.92,False,False,0.0,0.0
AUVIKVDVNRIODX,training_pool,1,6.27,6.27,6.27,False,False,1.0,1.0
AUZONCFQVSMFAP,flora,1,4.86,4.86,4.86,False,False,0.0,0.0
AVFUXTVJYXLXST,training_pool,1,4.04,4.04,4.04,False,False,0.0,0.0
AVTNBSROSZRKGR,training_pool,1,7.3,7.3,7.3,False,False,1.0,1.0
AVUUYGRJEZCAIE,training_pool,2,4.789999999999999,4.56,5.02,False,False,0.0,0.0
AVYHLZIFMTVPKS,training_pool,1,4.39,4.39,4.39,False,False,0.0,0.0
AWAUDSUGWZKWGZ,training_pool,1,5.81,5.81,5.81,False,False,0.0,1.0
AWDSAJYBMPMVJZ,training_pool,1,5.47,5.47,5.47,False,False,0.0,1.0
AWFDTQKILWJQCK,training_pool,1,7.46,7.46,7.46,False,False,1.0,1.0
AWLWAKMQFARXNP,training_pool,1,5.15,5.15,5.15,False,False,0.0,1.0
AWNIUBDOEINZQP,training_pool,1,4.57,4.57,4.57,False,False,0.0,0.0
AXDCCEURLMEBTA,training_pool,1,5.84,5.84,5.84,False,False,0.0,1.0
AXGMOTRSYFBQBG,training_pool,1,4.26,4.26,4.26,False,False,0.0,0.0
AXOSMXOIVKSHDO,training_pool,1,4.18,4.18,4.18,False,False,0.0,0.0
AXSXATQECYCTMF,training_pool,1,4.93,4.93,4.93,False,False,0.0,0.0
AYCYGJKNTQBTHT,training_pool,2,4.48,4.48,4.48,False,False,0.0,0.0
AYGTWKBRRJFXGY,training_pool,2,4.33,4.33,4.33,False,False,0.0,0.0
AYQZKQHEXAMKFR,training_pool,1,5.19,5.19,5.19,False,False,0.0,1.0
AYUGQAIEBQUVSS,training_pool,1,5.87,5.87,5.87,False,False,0.0,1.0
AZDBSNVIZXWALH,training_pool,1,4.64,4.64,4.64,False,False,0.0,0.0
AZGOVLGMSGAOMP,training_pool,2,6.23,5.0,7.46,True,False,,1.0
AZMTUNCJEURLEA,training_pool,1,6.13,6.13,6.13,False,False,1.0,1.0
AZMVZRQBKAHIGE,training_pool,1,4.91,4.91,4.91,False,False,0.0,0.0
AZQWKYJCGOJGHM,flora,2,5.17,5.02,5.32,False,False,0.0,1.0
BACHPLBZAYQZFS,training_pool,1,4.33,4.33,4.33,False,False,0.0,0.0
BAELQMYRLYWOLC,training_pool,1,4.62,4.62,4.62,False,False,0.0,0.0
BAHNEQQCLXPUQN,training_pool,1,4.0,4.0,4.0,False,False,0.0,0.0
BAJOYHCPUXVMBH,training_pool,1,4.38,4.38,4.38,False,False,0.0,0.0
BAPSXXUHQQELCY,training_pool,2,7.17,6.25,8.09,False,False,1.0,1.0
BARVYLKNIVAHDY,training_pool,1,4.07,4.07,4.07,False,False,0.0,0.0
BASTVEKXAJQQFN,training_pool,1,5.36,5.36,5.36,False,False,0.0,1.0
BBAWFFQZBJIJGQ,training_pool,1,5.48,5.48,5.48,False,False,0.0,1.0
BBMNPXACGURNQA,training_pool,2,4.869999999999999,4.64,5.1,False,False,0.0,0.0
BBNKAUMJPWKIPE,training_pool,2,4.965,4.74,5.19,False,False,0.0,0.0
BBNQQADTFFCFGB,training_pool,3,5.6,5.1,6.38,True,False,,1.0
BBQNFZPGEOJXIP,training_pool,1,5.6,5.6,5.6,False,False,0.0,1.0
BBUDPAODBSFABA,training_pool,1,5.3,5.3,5.3,False,False,0.0,1.0
BBXNSTAOLUDAAN,training_pool,1,7.98,7.98,7.98,False,False,1.0,1.0
BBYYCXYENLZUQH,training_pool,1,4.25,4.25,4.25,False,False,0.0,0.0
BCJKVIGAOPGVQV,training_pool,1,7.13,7.13,7.13,False,False,1.0,1.0
BCJVWMLNNVCCKZ,training_pool,1,5.13,5.13,5.13,False,False,0.0,1.0
BCKUUYRRRNJPBW,training_pool,1,4.1,4.1,4.1,False,False,0.0,0.0
BCRAWWZQXWCETR,training_pool,1,4.97,4.97,4.97,False,False,0.0,0.0
BCSQVUXITOSZGN,training_pool,1,4.89,4.89,4.89,False,False,0.0,0.0
BCUWRSBWUJESED,training_pool,1,4.84,4.84,4.84,False,False,0.0,0.0
BCZWYCOIPMQUNI,training_pool,1,5.32,5.32,5.32,False,False,0.0,1.0
BDBFQCMECZCYBG,training_pool,1,5.2,5.2,5.2,False,False,0.0,1.0
BDBKTQWAORGGJI,training_pool,4,5.62,5.13,6.05,False,False,0.0,1.0
BDBVOZGRVBXANN,training_pool,1,5.07,5.07,5.07,False,False,0.0,1.0
BDELJWNINDTYLI,training_pool,1,4.0,4.0,4.0,False,False,0.0,0.0
BDFTXXQAWRHHEH,training_pool,1,7.72,7.72,7.72,False,False,1.0,1.0
BDHCGFYBSPIHTG,training_pool,1,7.66,7.66,7.66,False,False,1.0,1.0
BDLCKVSBCPDQJX,training_pool,1,6.57,6.57,6.57,False,False,1.0,1.0
BDLXWMNGNNNXBK,training_pool,1,5.45,5.45,5.45,False,False,0.0,1.0
BDQSHNYRTCMXEA,training_pool,1,6.28,6.28,6.28,False,False,1.0,1.0
BEKOKFFNZCEVSV,training_pool,1,6.2,6.2,6.2,False,False,1.0,1.0
BEOBVKAPEKVAAI,training_pool,1,8.47,8.47,8.47,False,False,1.0,1.0
BEWZUOIQPVADLD,training_pool,1,6.9,6.9,6.9,False,False,1.0,1.0
BFADHOWLTGTXAP,training_pool,1,4.16,4.16,4.16,False,False,0.0,0.0
BFBOKQZHPXQQBZ,training_pool,1,5.22,5.22,5.22,False,False,0.0,1.0
BFDASINNRKKZMD,training_pool,1,5.09,5.09,5.09,False,False,0.0,1.0
BFEGIYKTVGATBR,training_pool,2,6.85,6.85,6.85,False,False,1.0,1.0
BGEBZHIAGXMEMV,flora,1,4.86,4.86,4.86,False,False,0.0,0.0
BGGZRXBHDUAVMK,training_pool,1,4.27,4.27,4.27,False,False,0.0,0.0
BGTYDVHTSKDFPF,training_pool,1,4.69,4.69,4.69,False,False,0.0,0.0
BGUZJXHODSCNAJ,training_pool,1,6.76,6.76,6.76,False,False,1.0,1.0
BGVXUADKPAJQBF,training_pool,1,4.42,4.42,4.42,False,False,0.0,0.0
BGWADTFLQQUACM,training_pool,1,4.38,4.38,4.38,False,False,0.0,0.0
BHJFIDLOLKHINR,training_pool,1,4.01,4.01,4.01,False,False,0.0,0.0
BHLPOOVJFYXSFF,training_pool,1,4.23,4.23,4.23,False,False,0.0,0.0
BIIFFVLUGVJJJX,training_pool,1,5.47,5.47,5.47,False,False,0.0,1.0
BINXOHRETRQOCW,training_pool,10,4.58,4.3,4.97,False,False,0.0,0.0
BIOLFVSCKKADAP,training_pool,1,4.82,4.82,4.82,False,False,0.0,0.0
BIRJEQFYQXARRR,training_pool,1,5.29,5.29,5.29,False,False,0.0,1.0
BISVZHUATIHCQV,training_pool,1,7.03,7.03,7.03,False,False,1.0,1.0
BJBIAMDOQDJAHF,training_pool,1,5.35,5.35,5.35,False,False,0.0,1.0
BJDVFBRSKDBQHH,training_pool,1,4.8,4.8,4.8,False,False,0.0,0.0
BJHOIWIKUDSVQJ,training_pool,1,4.42,4.42,4.42,False,False,0.0,0.0
BJMCKQFCFUILGQ,training_pool,1,5.25,5.25,5.25,False,False,0.0,1.0
BJSUTCOTEQZKNS,training_pool,1,6.83,6.83,6.83,False,False,1.0,1.0
BKGUXURSCXCLRJ,training_pool,1,4.39,4.39,4.39,False,False,0.0,0.0
BKUCZDVFRLQDDY,training_pool,1,5.18,5.18,5.18,False,False,0.0,1.0
BKWYOBRPNMCRCV,training_pool,1,8.4,8.4,8.4,False,False,1.0,1.0
BLEVPIDFNNFTHJ,training_pool,1,4.29,4.29,4.29,False,False,0.0,0.0
BLLYLULIVKWRKE,training_pool,1,5.91,5.91,5.91,False,False,0.0,1.0
BLQGGLWIZCXBCV,training_pool,1,4.61,4.61,4.61,False,False,0.0,0.0
BLXXJMDCKKHMKV,training_pool,1,6.0,6.0,6.0,False,False,1.0,1.0
BLXYCLXIDWUQPD,training_pool,1,4.0,4.0,4.0,False,False,0.0,0.0
BMFWRMMCWVMOEJ,training_pool,1,4.59,4.59,4.59,False,False,0.0,0.0
BMJHUNBHMOGRSW,training_pool,1,6.59,6.59,6.59,False,False,1.0,1.0
BMNQOCMGOKAYAE,training_pool,1,4.67,4.67,4.67,False,False,0.0,0.0
BNANFSQXIIIHKB,training_pool,1,5.76,5.76,5.76,False,False,0.0,1.0
BNEDLUQSYJHRQW,training_pool,1,4.79,4.79,4.79,False,False,0.0,0.0
BNIXCWKOADUVSB,training_pool,1,4.9,4.9,4.9,False,False,0.0,0.0
BNLRKUSVMCIOGU,training_pool,1,6.51,6.51,6.51,False,False,1.0,1.0
BNMKSMXBKIDPHL,training_pool,1,5.39,5.39,5.39,False,False,0.0,1.0
BNNXMYLARQSWFJ,training_pool,1,5.4,5.4,5.4,False,False,0.0,1.0
BNSQZIDIRZNRJU,training_pool,2,5.52,5.52,5.52,False,False,0.0,1.0
BNTJFASFUKYXFU,training_pool,1,4.8,4.8,4.8,False,False,0.0,0.0
BNXHITVJRNAMLS,training_pool,1,5.95,5.95,5.95,False,False,0.0,1.0
BNYXCYFQCSBSKS,training_pool,1,8.02,8.02,8.02,False,False,1.0,1.0
BOBKEFAGKDQWKR,training_pool,1,7.04,7.04,7.04,False,False,1.0,1.0
BODDPAWENHOWEP,training_pool,1,7.12,7.12,7.12,False,False,1.0,1.0
BOHLONAPEIKTQR,training_pool,1,5.55,5.55,5.55,False,False,0.0,1.0
BOLAHBYKYUNDAM,training_pool,1,4.57,4.57,4.57,False,False,0.0,0.0
BOQIVKJIDMTNLR,training_pool,1,5.16,5.16,5.16,False,False,0.0,1.0
BOXGDCDSPNFKRU,training_pool,1,7.7,7.7,7.7,False,False,1.0,1.0
BOYGOBOOVIZFGL,training_pool,1,6.18,6.18,6.18,False,False,1.0,1.0
BPSQKFACFYVPBO,training_pool,2,5.235,5.19,5.28,False,False,0.0,1.0
BPUORBVHZGHTPR,training_pool,1,4.43,4.43,4.43,False,False,0.0,0.0
BPVMLJGEAYLMOD,training_pool,1,6.8,6.8,6.8,False,False,1.0,1.0
BPXHAJNTGDLWNI,training_pool,1,5.02,5.02,5.02,False,False,0.0,1.0
BPXINCHFOLVVSG,training_pool,1,4.92,4.92,4.92,False,False,0.0,0.0
BQFUFLXUWYYALH,training_pool,1,5.02,5.02,5.02,False,False,0.0,1.0
BQRUEJOUZILBFB,training_pool,1,4.23,4.23,4.23,False,False,0.0,0.0
BQZZHMQADDYTQL,training_pool,1,5.69,5.69,5.69,False,False,0.0,1.0
BRDNIFQDWMRBEF,training_pool,1,6.77,6.77,6.77,False,False,1.0,1.0
BRJSGBLBUQXGOD,training_pool,1,4.94,4.94,4.94,False,False,0.0,0.0
BRKZBSHTYDDRHP,training_pool,1,6.58,6.58,6.58,False,False,1.0,1.0
BRLKFLGNILMDCZ,training_pool,1,4.05,4.05,4.05,False,False,0.0,0.0
BRSZLKKHYLVRSD,training_pool,1,5.94,5.94,5.94,False,False,0.0,1.0
BRVVGOBMRRGKCK,training_pool,1,4.4,4.4,4.4,False,False,0.0,0.0
BRWAMNLZPYODKK,training_pool,1,5.97,5.97,5.97,False,False,0.0,1.0
BSAXXWBAKRVPBS,training_pool,1,4.2,4.2,4.2,False,False,0.0,0.0
BSHSBTXLSUVNJQ,training_pool,1,5.89,5.89,5.89,False,False,0.0,1.0
BSKHVSOGNDEIEA,training_pool,1,6.65,6.65,6.65,False,False,1.0,1.0
BSLOFZJAJURMRP,training_pool,1,5.22,5.22,5.22,False,False,0.0,1.0
BSRDLFYUONDKIF,training_pool,1,4.86,4.86,4.86,False,False,0.0,0.0
BSRWMBHGNHCXSK,training_pool,1,4.7,4.7,4.7,False,False,0.0,0.0
BTFHLQRNAMSNLC,training_pool,43,7.92,4.65,9.52,True,True,,
BTMWXBQNIMYMKU,training_pool,1,4.1,4.1,4.1,False,False,0.0,0.0
BUDGTVSIAUARCX,training_pool,1,5.2,5.2,5.2,False,False,0.0,1.0
BUIDEAUKGBSDSB,training_pool,1,5.05,5.05,5.05,False,False,0.0,1.0
BURGWBLXQGKASY,training_pool,1,4.19,4.19,4.19,False,False,0.0,0.0
BUYNZYYNDRLWHU,training_pool,1,5.37,5.37,5.37,False,False,0.0,1.0
BVAPBXYTPKAZCX,training_pool,1,4.77,4.77,4.77,False,False,0.0,0.0
BVBFNZXOBVOQMT,training_pool,1,6.92,6.92,6.92,False,False,1.0,1.0
BVEMZOOYABZZGY,training_pool,1,4.71,4.71,4.71,False,False,0.0,0.0
BVNIBOGSMAIXSI,training_pool,1,6.61,6.61,6.61,False,False,1.0,1.0
BVRKJVRVZRHNKQ,training_pool,1,4.92,4.92,4.92,False,False,0.0,0.0
BWEQEBUJVMCEEU,training_pool,1,10.0,10.0,10.0,False,False,1.0,1.0
BWFVRZZEYZEBLZ,training_pool,2,5.13,5.13,5.13,False,False,0.0,1.0
BWLNQMDJHGJPOP,training_pool,1,5.54,5.54,5.54,False,False,0.0,1.0
BWOTVNZHOZKYNZ,training_pool,1,4.2,4.2,4.2,False,False,0.0,0.0
BWTYCKXFSJVJTA,training_pool,1,4.34,4.34,4.34,False,False,0.0,0.0
BWWMRSAGHGFIDQ,training_pool,1,4.69,4.69,4.69,False,False,0.0,0.0
BWWSOKMEUMJPCJ,training_pool,2,5.23,5.07,5.39,False,False,0.0,1.0
BWZDLCCVRMCKON,training_pool,1,4.28,4.28,4.28,False,False,0.0,0.0
BXCPXQFMCGYSKV,training_pool,1,5.4,5.4,5.4,False,False,0.0,1.0
BXCUGXRKJOGSPH,training_pool,1,5.96,5.96,5.96,False,False,0.0,1.0
BXIUSYQHRZITQY,training_pool,2,5.19,5.19,5.19,False,False,0.0,1.0
BXKHXGUWBXLIFW,training_pool,1,4.07,4.07,4.07,False,False,0.0,0.0
BXKICCICVDQHRH,training_pool,1,5.19,5.19,5.19,False,False,0.0,1.0
BXLGCBHOKHUXFM,training_pool,1,4.58,4.58,4.58,False,False,0.0,0.0
BXMCAFKPJYADCI,training_pool,1,5.11,5.11,5.11,False,False,0.0,1.0
BXNJHAXVSOCGBA,flora,8,8.3,7.22,9.0,False,False,1.0,1.0
BXRBMVGQBCZZPB,training_pool,1,4.54,4.54,4.54,False,False,0.0,0.0
BYADYVATCLWADC,training_pool,1,9.4,9.4,9.4,False,False,1.0,1.0
BYATXGJUYSORFF,training_pool,1,4.81,4.81,4.81,False,False,0.0,0.0
BYWLVJRVAOJQKR,training_pool,1,6.26,6.26,6.26,False,False,1.0,1.0
BZPSFTGQEZGZRX,training_pool,2,4.710000000000001,4.69,4.73,False,False,0.0,0.0
BZPWOFBTZPTERN,training_pool,1,4.15,4.15,4.15,False,False,0.0,0.0
BZQYNPRVWNVUGR,training_pool,2,4.26,4.18,4.34,False,False,0.0,0.0
BZSAOCAMGAGWED,training_pool,2,5.62,5.62,5.62,False,False,0.0,1.0
CABJDYOGEOGXEP,training_pool,1,6.1,6.1,6.1,False,False,1.0,1.0
CAELHFFZQPQTHQ,training_pool,1,4.85,4.85,4.85,False,False,0.0,0.0
CAFPZIPDWWVNRP,training_pool,1,7.72,7.72,7.72,False,False,1.0,1.0
CANAKPWJRABCGN,training_pool,1,5.02,5.02,5.02,False,False,0.0,1.0
CAQWEGLCPMMQAQ,training_pool,1,4.57,4.57,4.57,False,False,0.0,0.0
CAXBGPNZARHFEX,training_pool,1,5.33,5.33,5.33,False,False,0.0,1.0
CBLDBELOHKLSHL,training_pool,1,5.17,5.17,5.17,False,False,0.0,1.0
CBRYZPDPVZGCMA,training_pool,1,4.22,4.22,4.22,False,False,0.0,0.0
CCHUBZZZUSEZDY,training_pool,1,8.47,8.47,8.47,False,False,1.0,1.0
CCRNXJJERVYHEO,training_pool,1,4.8,4.8,4.8,False,False,0.0,0.0
CCRYZWHFGSGXGR,training_pool,1,5.02,5.02,5.02,False,False,0.0,1.0
CCZXYLIKAHTUFI,training_pool,1,6.68,6.68,6.68,False,False,1.0,1.0
CDBHIFNESFKIAT,training_pool,1,5.04,5.04,5.04,False,False,0.0,1.0
CDNTXLFYUMPDAO,training_pool,1,5.01,5.01,5.01,False,False,0.0,1.0
CECISKAJRGZPTE,training_pool,1,5.28,5.28,5.28,False,False,0.0,1.0
CECUPFJNMJEGAZ,training_pool,1,6.88,6.88,6.88,False,False,1.0,1.0
CEDZPYRSEWOHNO,training_pool,1,4.91,4.91,4.91,False,False,0.0,0.0
CEVVHHOKZMIXGC,training_pool,1,4.06,4.06,4.06,False,False,0.0,0.0
CFXQYGGGAWTMSR,training_pool,1,4.62,4.62,4.62,False,False,0.0,0.0
CGFRYSKJIWNDKV,training_pool,1,5.11,5.11,5.11,False,False,0.0,1.0
CGHHNVFGMJCVOU,training_pool,2,5.33,5.06,5.6,False,False,0.0,1.0
CGIMLJWXQQGVDC,training_pool,1,4.12,4.12,4.12,False,False,0.0,0.0
CGKLGNKTLRJLAM,training_pool,1,5.16,5.16,5.16,False,False,0.0,1.0
CGMKEYBUSRPCPE,training_pool,1,4.49,4.49,4.49,False,False,0.0,0.0
CGOCGPOAPLNJFM,training_pool,1,7.9,7.9,7.9,False,False,1.0,1.0
CGVBOECGFKXDDK,training_pool,1,5.43,5.43,5.43,False,False,0.0,1.0
CGYHBPYQNXCVBP,training_pool,1,5.04,5.04,5.04,False,False,0.0,1.0
CGYOAGWOOIIIMA,training_pool,1,5.75,5.75,5.75,False,False,0.0,1.0
CGZGXSZYVAXOGJ,training_pool,1,5.2,5.2,5.2,False,False,0.0,1.0
CHIICTWTPDEYMK,training_pool,1,5.19,5.19,5.19,False,False,0.0,1.0
CHNHVYIPLUZXRO,training_pool,1,5.02,5.02,5.02,False,False,0.0,1.0
CHRFFYTZXZSYFI,training_pool,1,4.7,4.7,4.7,False,False,0.0,0.0
CHWSQHNJGLJYOX,training_pool,2,5.8,5.8,5.8,False,False,0.0,1.0
CHXMFWDKTPCGAG,training_pool,1,4.82,4.82,4.82,False,False,0.0,0.0
