inchikey_connectivity,split,n_records,median_pchembl,min_pchembl,max_pchembl,conflict_T6,conflict_T5,label_T6,label_T5
CHCYCFNTBPIVQM,training_pool,1,7.17,7.17,7.17,False,False,1.0,1.0
CHKXEIAKDOSHCB,training_pool,1,6.48,6.48,6.48,False,False,1.0,1.0
CIUUIPMOFZIWIZ,training_pool,1,6.0,6.0,6.0,False,False,1.0,1.0
CJIPJOLUCGLDJZ,training_pool,1,5.77,5.77,5.77,False,False,0.0,1.0
CJKZTBFQGVPLDM,training_pool,1,6.74,6.74,6.74,False,False,1.0,1.0
CJMNTTVMEUOZRJ,training_pool,1,6.55,6.55,6.55,False,False,1.0,1.0
CJNNMPWWFJQGRZ,training_pool,1,7.7,7.7,7.7,False,False,1.0,1.0
CJSLOKWGRCPOMW,training_pool,1,7.27,7.27,7.27,False,False,1.0,1.0
CKEWFMNZSAGZMS,training_pool,1,6.05,6.05,6.05,False,False,1.0,1.0
CMBFNJSNCGNIDC,training_pool,1,5.65,5.65,5.65,False,False,0.0,1.0
CMLPDPONKNKCDC,training_pool,1,6.46,6.46,6.46,False,False,1.0,1.0
CMUSWEIFTDZTPG,training_pool,1,8.2,8.2,8.2,False,False,1.0,1.0
CNUBSOUNCANXPK,training_pool,1,5.44,5.44,5.44,False,False,0.0,1.0
CNZVTBICZKIRLX,training_pool,1,8.52,8.52,8.52,False,False,1.0,1.0
CQKQWWHEDKNMHH,training_pool,1,7.68,7.68,7.68,False,False,1.0,1.0
CRXIDCXAIWSZSG,training_pool,1,6.41,6.41,6.41,False,False,1.0,1.0
CTQXQTVRAJOIOI,training_pool,1,7.58,7.58,7.58,False,False,1.0,1.0
CTUBAJVIHHHAGU,training_pool,2,4.705,4.5,4.91,False,False,0.0,0.0
CTYVBUQAEICXOF,training_pool,1,7.16,7.16,7.16,False,False,1.0,1.0
CUFLZUDASVUNOE,flora,1,4.53,4.53,4.53,False,False,0.0,0.0
CVGMBRRCDSMLRS,training_pool,2,7.475,6.94,8.01,False,False,1.0,1.0
CVWANEQMPMESDC,training_pool,1,6.21,6.21,6.21,False,False,1.0,1.0
CYFRJXRNTNIABM,training_pool,1,7.53,7.53,7.53,False,False,1.0,1.0
CZNWOGJNDKRJPJ,training_pool,1,6.28,6.28,6.28,False,False,1.0,1.0
DBVYNXDREGTBRL,training_pool,1,5.75,5.75,5.75,False,False,0.0,1.0
DCDHGYPAMODFAC,training_pool,1,6.89,6.89,6.89,False,False,1.0,1.0
DDKGKOOLFLYZDL,training_pool,1,4.78,4.78,4.78,False,False,0.0,0.0
DDMHUGDTQVMKPS,training_pool,1,5.24,5.24,5.24,False,False,0.0,1.0
DFADGCQBDRSMSN,training_pool,1,6.92,6.92,6.92,False,False,1.0,1.0
DFUCKWJYLHPGKA,training_pool,1,5.72,5.72,5.72,False,False,0.0,1.0
DGDLSJZUFPJYPJ,training_pool,1,5.92,5.92,5.92,False,False,0.0,1.0
DGDPABAKVCEIJE,training_pool,1,6.52,6.52,6.52,False,False,1.0,1.0
DGVYQMIBXOXZQA,training_pool,1,4.82,4.82,4.82,False,False,0.0,0.0
DIBUTLCNNMCNBD,training_pool,1,5.79,5.79,5.79,False,False,0.0,1.0
DIWWNGJCSZIMEQ,training_pool,1,9.48,9.48,9.48,False,False,1.0,1.0
DJWSKQZSUPNTPC,training_pool,3,8.62,8.58,8.77,False,False,1.0,1.0
DJYPTPNBOPXPSP,training_pool,1,5.03,5.03,5.03,False,False,0.0,1.0
DKEWYKIZSPDHOY,training_pool,1,9.0,9.0,9.0,False,False,1.0,1.0
DKZBBWMURDFHNE,flora,1,4.03,4.03,4.03,False,False,0.0,0.0
DLCGGKMVKHIBSQ,training_pool,1,6.44,6.44,6.44,False,False,1.0,1.0
DMXWCSUBOUNUTQ,training_pool,1,7.99,7.99,7.99,False,False,1.0,1.0
DSZQIFQLISEHGD,training_pool,1,4.12,4.12,4.12,False,False,0.0,0.0
DVMISDHNZIDREG,training_pool,1,6.17,6.17,6.17,False,False,1.0,1.0
DWLSAMMJJWGGDO,training_pool,1,9.55,9.55,9.55,False,False,1.0,1.0
DWZAJFZEYZIHPO,training_pool,1,4.44,4.44,4.44,False,False,0.0,0.0
DYSHGJLVODKDOI,training_pool,1,7.41,7.41,7.41,False,False,1.0,1.0
DYVWCASBNLWNLI,training_pool,1,5.68,5.68,5.68,False,False,0.0,1.0
FADPDBVYABDBQI,training_pool,1,9.2,9.2,9.2,False,False,1.0,1.0
FBGNSLBNIOMXSN,training_pool,3,7.6,7.6,10.7,False,False,1.0,1.0
FBSFWRHWHYMIOG,flora,1,4.81,4.81,4.81,False,False,0.0,0.0
FCLQUHFGSJNESE,training_pool,1,5.1,5.1,5.1,False,False,0.0,1.0
FCZFKECZHPBYHI,training_pool,1,9.66,9.66,9.66,False,False,1.0,1.0
FDIHUUUYOUAIJD,training_pool,1,6.62,6.62,6.62,False,False,1.0,1.0
FDUGYOJUAXSNHC,training_pool,1,6.6,6.6,6.6,False,False,1.0,1.0
FEALTYYKRMRXTG,training_pool,1,6.22,6.22,6.22,False,False,1.0,1.0
FFAHSLPUPVRKKW,training_pool,1,7.58,7.58,7.58,False,False,1.0,1.0
FFNPXDMNZBCNMN,training_pool,1,4.71,4.71,4.71,False,False,0.0,0.0
FHEHIXJLCWUPCZ,training_pool,1,4.78,4.78,4.78,False,False,0.0,0.0
FIONPEACIJTZRR,training_pool,1,6.68,6.68,6.68,False,False,1.0,1.0
FITSQGVBTPBMCU,training_pool,2,4.73,4.62,4.84,False,False,0.0,0.0
FIXRHEDHCAJKEP,training_pool,1,4.3,4.3,4.3,False,False,0.0,0.0
FKSKBFFPDBVMOE,training_pool,1,5.73,5.73,5.73,False,False,0.0,1.0
FLRAUIPYSJIJNW,training_pool,1,6.99,6.99,6.99,False,False,1.0,1.0
FMFKDDRKBJTCEB,training_pool,1,7.39,7.39,7.39,False,False,1.0,1.0
FNASDEOZKMHGGC,training_pool,1,6.87,6.87,6.87,False,False,1.0,1.0
FNFANTDRCKMQMY,training_pool,2,4.57,4.55,4.59,False,False,0.0,0.0
FNFFRUFKHTZFTA,training_pool,1,7.53,7.53,7.53,False,False,1.0,1.0
FNTZTMJCIAWYAQ,training_pool,1,4.06,4.06,4.06,False,False,0.0,0.0
FOMOQFZAACKUMD,training_pool,1,4.9,4.9,4.9,False,False,0.0,0.0
FOSZENPYKBPMAO,training_pool,1,6.1,6.1,6.1,False,False,1.0,1.0
FOURMKVXSCEOPR,training_pool,1,6.45,6.45,6.45,False,False,1.0,1.0
FOYYEXMCHXAYII,training_pool,1,4.13,4.13,4.13,False,False,0.0,0.0
FPFNDWVXUASQLC,training_pool,1,6.77,6.77,6.77,False,False,1.0,1.0
FPYQUHWKMMZMIS,training_pool,1,5.95,5.95,5.95,False,False,0.0,1.0
FRSVGOIIOJDDTO,training_pool,1,7.86,7.86,7.86,False,False,1.0,1.0
FSDOXHPYJXKKNN,training_pool,1,5.17,5.17,5.17,False,False,0.0,1.0
FSSWJEYFRYIGKG,training_pool,1,7.28,7.28,7.28,False,False,1.0,1.0
FTQODFJTDYUYJV,training_pool,1,5.45,5.45,5.45,False,False,0.0,1.0
FVHDOCPXBGEYRE,training_pool,1,5.25,5.25,5.25,False,False,0.0,1.0
FWGFAMGOGVONDX,training_pool,1,6.58,6.58,6.58,False,False,1.0,1.0
FWPXBKAQCQNVFM,training_pool,1,5.48,5.48,5.48,False,False,0.0,1.0
FXNFHKRTJBSTCS,flora,2,5.529999999999999,5.51,5.55,False,False,0.0,1.0
FXUVICBABAPEGP,training_pool,1,4.16,4.16,4.16,False,False,0.0,0.0
FXXAKKBEJIXYHI,training_pool,1,6.11,6.11,6.11,False,False,1.0,1.0
FZGSOLJGDAITGB,training_pool,1,6.36,6.36,6.36,False,False,1.0,1.0
GALIUHKYKSOKKJ,training_pool,1,4.35,4.35,4.35,False,False,0.0,0.0
GAUOADZYGXABIU,training_pool,1,7.28,7.28,7.28,False,False,1.0,1.0
GBVVUZHFIFWMGO,training_pool,1,6.48,6.48,6.48,False,False,1.0,1.0
GBYPWHXCDNXFQE,training_pool,1,8.64,8.64,8.64,False,False,1.0,1.0
GCJWPRRNLSHTRY,training_pool,3,5.08,5.01,5.16,False,False,0.0,1.0
GCYNRWVFAFUJBO,training_pool,1,8.8,8.8,8.8,False,False,1.0,1.0
GDGJMHSGANQKMG,training_pool,1,8.69,8.69,8.69,False,False,1.0,1.0
GELNZECOIXMKEF,training_pool,1,4.82,4.82,4.82,False,False,0.0,0.0
GFFGJBXGBJISGV,flora,1,4.96,4.96,4.96,False,False,0.0,0.0
GGDRFCTXFGQFBN,training_pool,1,4.7,4.7,4.7,False,False,0.0,0.0
GHDHVHDWAGDKHB,training_pool,1,7.3,7.3,7.3,False,False,1.0,1.0
GHQUQCWGXBGLDW,training_pool,1,7.14,7.14,7.14,False,False,1.0,1.0
GIUNSGAZFBTGTB,training_pool,1,6.33,6.33,6.33,False,False,1.0,1.0
GJHWEAMUUHXGKF,training_pool,1,8.37,8.37,8.37,False,False,1.0,1.0
GJPHDGIXINBMQB,training_pool,1,7.45,7.45,7.45,False,False,1.0,1.0
GJWLPKBHEQCQOI,training_pool,1,6.61,6.61,6.61,False,False,1.0,1.0
GKSZXMSYBGLUJH,training_pool,2,4.505,4.49,4.52,False,False,0.0,0.0
GLHGNYCDYVAOMD,training_pool,2,5.3,5.22,5.38,False,False,0.0,1.0
GOEJYGRJWFPSNL,training_pool,1,6.99,6.99,6.99,False,False,1.0,1.0
GQERJQZROLADFV,training_pool,1,5.05,5.05,5.05,False,False,0.0,1.0
GQLSXDIMUUCALG,training_pool,1,6.39,6.39,6.39,False,False,1.0,1.0
GQUJUYRCDKOOAM,training_pool,1,7.0,7.0,7.0,False,False,1.0,1.0
GSNLWIANZZQXNX,training_pool,1,7.2,7.2,7.2,False,False,1.0,1.0
GSPNYLJMJDIVDZ,training_pool,1,5.22,5.22,5.22,False,False,0.0,1.0
GSYVXTCZKDKULI,training_pool,1,10.0,10.0,10.0,False,False,1.0,1.0
GTNYKVQDWOZGTQ,training_pool,1,4.06,4.06,4.06,False,False,0.0,0.0
GTUUWOCWVWCZOI,training_pool,1,5.04,5.04,5.04,False,False,0.0,1.0
GUJTVNPYDAGIPZ,training_pool,1,6.43,6.43,6.43,False,False,1.0,1.0
GVLCCYHZNMBACV,training_pool,1,6.26,6.26,6.26,False,False,1.0,1.0
GVOGGJIHJNPSOP,training_pool,1,6.93,6.93,6.93,False,False,1.0,1.0
GWXXYBIRNASSTK,training_pool,1,6.82,6.82,6.82,False,False,1.0,1.0
GXNCWPNUDXOUHB,training_pool,1,6.75,6.75,6.75,False,False,1.0,1.0
GXZDQJWPRRTCOO,training_pool,3,7.3,5.62,7.6,True,False,,1.0
GYGVWYDVKXNBRR,training_pool,1,4.27,4.27,4.27,False,False,0.0,0.0
GYLQJSKRAQHYCO,training_pool,1,8.6,8.6,8.6,False,False,1.0,1.0
GZCXTXCKOUAFPB,training_pool,1,8.52,8.52,8.52,False,False,1.0,1.0
GZDXGHPRJHFTAV,training_pool,1,8.9,8.9,8.9,False,False,1.0,1.0
GZNPXQMYBRCBNV,training_pool,1,4.5,4.5,4.5,False,False,0.0,0.0
HBSBXUHFMSIYDK,training_pool,1,7.72,7.72,7.72,False,False,1.0,1.0
HEIJDJYVMJOKPR,training_pool,1,6.8,6.8,6.8,False,False,1.0,1.0
HETCMPWARKLRJC,training_pool,1,6.22,6.22,6.22,False,False,1.0,1.0
HFONVZCGYSBWAA,training_pool,1,9.42,9.42,9.42,False,False,1.0,1.0
HFPQKJMLIONCGP,training_pool,1,4.78,4.78,4.78,False,False,0.0,0.0
HJJUMMRFMYFXDL,training_pool,1,6.86,6.86,6.86,False,False,1.0,1.0
HJXMTLKVNVHLEU,training_pool,1,5.74,5.74,5.74,False,False,0.0,1.0
HLFHKDUVCDXMNB,training_pool,1,8.04,8.04,8.04,False,False,1.0,1.0
HLSXOLJIERXFJC,training_pool,2,7.135,7.05,7.22,False,False,1.0,1.0
HMFJTCIVXMZQIC,training_pool,1,4.76,4.76,4.76,False,False,0.0,0.0
HMRWWVSXKJTUMB,training_pool,1,5.92,5.92,5.92,False,False,0.0,1.0
HPBPUXAMLKMKPV,training_pool,1,9.68,9.68,9.68,False,False,1.0,1.0
HQNIFGCWPZXASY,training_pool,1,7.35,7.35,7.35,False,False,1.0,1.0
HRNBIHVCAQTNEY,training_pool,2,4.779999999999999,4.72,4.84,False,False,0.0,0.0
HRVGOCBPYAWHNA,training_pool,2,6.175,5.54,6.81,True,False,,1.0
HSKLWHWWIOKODA,training_pool,1,4.69,4.69,4.69,False,False,0.0,0.0
HTECUFCXSIPTNC,training_pool,1,7.61,7.61,7.61,False,False,1.0,1.0
HTPZMQWCUTVMOK,training_pool,2,6.26,6.22,6.3,False,False,1.0,1.0
HUBRCHRBVFYUBD,training_pool,1,4.7,4.7,4.7,False,False,0.0,0.0
HUVKDFUYQUSEDF,training_pool,1,6.1,6.1,6.1,False,False,1.0,1.0
HVDNXYLJMBRMTI,training_pool,1,5.9,5.9,5.9,False,False,0.0,1.0
HVKOLLMFRLRYSC,training_pool,1,6.22,6.22,6.22,False,False,1.0,1.0
HVQCLEOGNATTMM,training_pool,1,4.39,4.39,4.39,False,False,0.0,0.0
HVTXFNSNDKVWJE,training_pool,1,6.17,6.17,6.17,False,False,1.0,1.0
HWVXCHCQQPGQMD,training_pool,1,7.43,7.43,7.43,False,False,1.0,1.0
HXNFUBHNUDHIGC,training_pool,2,6.73,6.0,7.46,False,False,1.0,1.0
HYLJVWDHSDZSRO,training_pool,1,6.2,6.2,6.2,False,False,1.0,1.0
IBJXBXCXJJSLMS,training_pool,1,7.35,7.35,7.35,False,False,1.0,1.0
IBSLRCXTUSXLEK,training_pool,1,4.68,4.68,4.68,False,False,0.0,0.0
IDDFWVVVUTZKFY,training_pool,1,5.76,5.76,5.76,False,False,0.0,1.0
IDOBUQHLAUPZSL,training_pool,1,7.0,7.0,7.0,False,False,1.0,1.0
IDYBPZJNAJVZTP,training_pool,1,4.58,4.58,4.58,False,False,0.0,0.0
IGEFDUSKWQAQPF,training_pool,1,6.33,6.33,6.33,False,False,1.0,1.0
IHNKIPMNBSGQSG,training_pool,1,9.18,9.18,9.18,False,False,1.0,1.0
IHVLSRFSCZHMTO,training_pool,1,4.44,4.44,4.44,False,False,0.0,0.0
IICFLZJHJLBBQT,training_pool,1,7.43,7.43,7.43,False,False,1.0,1.0
IIKOSSZBVGWABG,training_pool,1,7.4,7.4,7.4,False,False,1.0,1.0
IJPDSNHJSJSLEW,training_pool,1,7.51,7.51,7.51,False,False,1.0,1.0
IJVFUZWRMGSRGT,training_pool,1,5.19,5.19,5.19,False,False,0.0,1.0
IKGXIBQEEMLURG,flora,1,4.28,4.28,4.28,False,False,0.0,0.0
IKIIZLYTISPENI,flora,1,4.25,4.25,4.25,False,False,0.0,0.0
IKMDFBPHZNJCSN,flora,1,5.62,5.62,5.62,False,False,0.0,1.0
IKTGMZBALQIQAT,training_pool,1,7.43,7.43,7.43,False,False,1.0,1.0
IKUQIZJDOLOTMP,training_pool,1,8.42,8.42,8.42,False,False,1.0,1.0
ILEDWLMCKZNDJK,flora,1,5.09,5.09,5.09,False,False,0.0,1.0
ILSRWNQGDYIHOS,training_pool,1,7.8,7.8,7.8,False,False,1.0,1.0
IOEVGVRNLWZRMY,training_pool,1,6.06,6.06,6.06,False,False,1.0,1.0
IONMVEGDQWHOAA,training_pool,1,7.57,7.57,7.57,False,False,1.0,1.0
IQPNAANSBPBGFQ,flora,4,5.325,4.94,6.26,True,True,,
IQPSOKNRUDYCNS,training_pool,2,7.225,7.19,7.26,False,False,1.0,1.0
ISFYDGWZVFOSLF,training_pool,1,8.51,8.51,8.51,False,False,1.0,1.0
IUERAHRGXUNHNN,training_pool,1,5.35,5.35,5.35,False,False,0.0,1.0
IXEKBUPTHCHTPJ,training_pool,1,4.67,4.67,4.67,False,False,0.0,0.0
IYRMWMYZSQPJKC,flora,1,5.97,5.97,5.97,False,False,0.0,1.0
IZHSIQHGLLEGIQ,training_pool,1,10.15,10.15,10.15,False,False,1.0,1.0
IZQSVPBOUDKVDZ,flora,1,5.6,5.6,5.6,False,False,0.0,1.0
JAMZATGDOYWHQS,training_pool,1,6.21,6.21,6.21,False,False,1.0,1.0
JCEKKTBKLGCDMM,training_pool,1,9.3,9.3,9.3,False,False,1.0,1.0
JCZPTMPNHIHUAP,training_pool,1,4.78,4.78,4.78,False,False,0.0,0.0
JDGYDPGCOWNRGE,training_pool,1,6.85,6.85,6.85,False,False,1.0,1.0
JERZRIWNYWAEHQ,training_pool,1,7.42,7.42,7.42,False,False,1.0,1.0
JGLRTHVIDGSNOQ,training_pool,1,7.71,7.71,7.71,False,False,1.0,1.0
JHQTYOYUPSAPLO,training_pool,1,8.55,8.55,8.55,False,False,1.0,1.0
JHZIBQFFARVZJV,training_pool,1,6.65,6.65,6.65,False,False,1.0,1.0
JJPJXUGHNGCBCR,training_pool,1,6.14,6.14,6.14,False,False,1.0,1.0
JJVHAAUAEVMEAK,training_pool,1,6.6,6.6,6.6,False,False,1.0,1.0
JKCKPMGEHGPOCG,training_pool,1,5.28,5.28,5.28,False,False,0.0,1.0
JLQAFMUTRMZOOQ,training_pool,1,8.96,8.96,8.96,False,False,1.0,1.0
JMWWCLDDKDQGNY,training_pool,1,9.92,9.92,9.92,False,False,1.0,1.0
JNDKXRBBCIYVNS,training_pool,1,4.59,4.59,4.59,False,False,0.0,0.0
JOAGNNZVNNCYAE,training_pool,1,5.77,5.77,5.77,False,False,0.0,1.0
JONTYXHFWRFCMP,training_pool,1,4.82,4.82,4.82,False,False,0.0,0.0
JTFZCWXBWACJHZ,training_pool,1,5.19,5.19,5.19,False,False,0.0,1.0
JVKOKBQSSHTOBM,training_pool,1,5.9,5.9,5.9,False,False,0.0,1.0
JVPSTXSVISCDBI,training_pool,1,6.79,6.79,6.79,False,False,1.0,1.0
JXWZPOXVTBYQLO,training_pool,1,8.88,8.88,8.88,False,False,1.0,1.0
JYAQWWIYSRVBQL,training_pool,2,9.370000000000001,9.18,9.56,False,False,1.0,1.0
JYJVULWBZYULAJ,training_pool,1,7.8,7.8,7.8,False,False,1.0,1.0
JZHBJJUZVZNUOA,training_pool,1,8.57,8.57,8.57,False,False,1.0,1.0
KADFEOHUVCBOAR,training_pool,1,4.9,4.9,4.9,False,False,0.0,0.0
KAQCYGLIMDDYKW,training_pool,1,4.44,4.44,4.44,False,False,0.0,0.0
KBHIUPGQIQGDDF,training_pool,1,7.37,7.37,7.37,False,False,1.0,1.0
KCKFFUAUNCDZHZ,training_pool,1,7.97,7.97,7.97,False,False,1.0,1.0
KCMFZUUGRZMYJC,training_pool,1,9.7,9.7,9.7,False,False,1.0,1.0
KDYYLRTXUNFEEP,training_pool,1,7.26,7.26,7.26,False,False,1.0,1.0
KELJIQYFCFWMQJ,training_pool,1,8.45,8.45,8.45,False,False,1.0,1.0
KFUNBSSTXGCSAP,training_pool,1,8.21,8.21,8.21,False,False,1.0,1.0
KGRKLKULCGGVAO,training_pool,1,4.84,4.84,4.84,False,False,0.0,0.0
KHIAPBGXFGLAFR,training_pool,1,8.46,8.46,8.46,False,False,1.0,1.0
KHPTWYOLSQNVOZ,training_pool,1,6.72,6.72,6.72,False,False,1.0,1.0
KIGVXRGRNLQNNI,flora,1,4.44,4.44,4.44,False,False,0.0,0.0
KIQQKSZGGUYBLS,training_pool,1,4.02,4.02,4.02,False,False,0.0,0.0
KITCGABOPRSTRW,training_pool,1,8.22,8.22,8.22,False,False,1.0,1.0
KLDXBFAJDZXXPG,training_pool,1,6.1,6.1,6.1,False,False,1.0,1.0
KLMGEAKXVLBKAY,training_pool,2,5.245,4.9,5.59,False,False,0.0,1.0
KMVDEFYREXCALO,training_pool,1,4.76,4.76,4.76,False,False,0.0,0.0
KPHGWHMITGBXPO,training_pool,2,5.925000000000001,5.91,5.94,False,False,0.0,1.0
KSRRLFUYYFYAAH,training_pool,1,4.38,4.38,4.38,False,False,0.0,0.0
KTRYADINAZYORN,training_pool,1,4.15,4.15,4.15,False,False,0.0,0.0
KTZORZUQERPKAO,training_pool,1,5.89,5.89,5.89,False,False,0.0,1.0
KXKBPVJUGRRSDR,training_pool,1,4.55,4.55,4.55,False,False,0.0,0.0
KXYGHDWFGFZJPJ,training_pool,1,4.8,4.8,4.8,False,False,0.0,0.0
KYFBXCHUXFKMGQ,training_pool,1,4.84,4.84,4.84,False,False,0.0,0.0
KZNIFHPLKGYRTM,flora,3,6.16,5.5,6.28,False,False,1.0,1.0
KZQHKIYULSFIAT,training_pool,1,7.75,7.75,7.75,False,False,1.0,1.0
KZSJIEGSBDRDIR,training_pool,1,6.55,6.55,6.55,False,False,1.0,1.0
KZVBTEIICSXQGU,training_pool,1,5.25,5.25,5.25,False,False,0.0,1.0
LAQWWWZLVCPPIT,training_pool,1,6.18,6.18,6.18,False,False,1.0,1.0
LAZPGTOMBDJACQ,training_pool,1,5.81,5.81,5.81,False,False,0.0,1.0
LBJXVRNULAGYQQ,training_pool,2,7.92,7.41,8.43,False,False,1.0,1.0
LCVACABZTLIWCE,flora,1,6.19,6.19,6.19,False,False,1.0,1.0
LEFAODUIKSZMKV,training_pool,1,5.0,5.0,5.0,False,False,0.0,1.0
LELWRXYBTGJGMD,training_pool,1,8.58,8.58,8.58,False,False,1.0,1.0
LEMWEBGBDQGPAM,training_pool,1,6.75,6.75,6.75,False,False,1.0,1.0
LEVILMOHBHMMQJ,training_pool,1,8.4,8.4,8.4,False,False,1.0,1.0
LFAFXFBGJIKZDF,training_pool,1,8.29,8.29,8.29,False,False,1.0,1.0
LHCPRYRLDOSKHK,training_pool,1,4.52,4.52,4.52,False,False,0.0,0.0
LHHJIIASJAPIRE,training_pool,1,6.1,6.1,6.1,False,False,1.0,1.0
LHNJIXAIACSTMS,training_pool,1,6.84,6.84,6.84,False,False,1.0,1.0
LHQHDDRYLYGCFN,training_pool,1,7.4,7.4,7.4,False,False,1.0,1.0
LIFYJRQFNJPHLL,training_pool,1,4.42,4.42,4.42,False,False,0.0,0.0
LIXMTGZQYVUZFB,training_pool,1,6.65,6.65,6.65,False,False,1.0,1.0
LJRHVDQOJZMFTI,training_pool,1,7.42,7.42,7.42,False,False,1.0,1.0
LJRKESKWUXHWNZ,training_pool,1,4.68,4.68,4.68,False,False,0.0,0.0
