request_url,cache_file,timestamp_status,note
https://mpbd.cu.ac.bd/plants.php?pageno=76,eb4b269cc83c043aead5556d.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=77,542e4cff1811c20eb17d74ca.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=78,89b823f3121507554d365a4a.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=79,059baf7681474bfcd73602bb.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=80,aa2915af9d68f5d35adc3830.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=81,d4dc7b37db99e2dc5d64f30e.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=82,da8ad799ed520c66d7e143d1.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=83,bd28a4ddde3a0b33c1d725d0.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=84,e0aa7672e2d72c45bcb37061.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=85,495d653adc36f1828eec747a.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=86,a5fc66085678dad1bbea1888.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=87,3327ff2b5efbc6a24d55916e.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=88,f440ae5f2be06a90f581bb52.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=89,487061ddb120f36386b4ea69.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=90,35a1bcd51985253b90a0c6ba.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=91,5a0f2609610b4a249998d734.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=92,6bc6336cd69143b698dc5d1e.html,VERIFIED,captured at successful HTTP retrieval
https://mpbd.cu.ac.bd/plants.php?pageno=93,ba4b2bc26adc091d31fb601d.html,VERIFIED,captured at successful HTTP retrieval
